Unnamed: 0,position_group,position,height,weight,years_of_experience,team_abbr,entry_year,rookie_year,BMI
3542,SPEC,LS,76,245,3.8887739386513,CHI,2016,2016,26.47723686395875
3549,DB,SS,72,203,-0.9039076414647897,CHI,2023,2023,22.070589360922764
3558,DL,DE,76,265,3.264470057410233,CHI,2020,2020,25.422418272212703
3559,RB,RB,69,212,4.236093175210438,CHI,2021,2021,25.731108642761832
3560,RB,FB,72,233,6.091310120594269,CHI,2019,2019,29.516778553633706
3562,RB,RB,71,227,4.609138120907177,CHI,2013,2013,25.698482812283764
3568,DB,CB,72,195,0.907687235327421,CHI,2022,2022,21.8633354689878
3570,LB,OLB,75,274,8.683591550305199,CHI,2010,2010,26.247004002946518
3572,OL,T,78,332,4.213097699979183,CHI,2021,2021,25.44838730640485
3575,DL,DE,73,240,0.14171691363990474,CHI,2020,2020,17.217793809997765
3581,OL,G,78,320,6.319329539981695,CHI,2020,2020,26.054952674321765
3587,OL,C,75,313,7.3933178393943715,CHI,2016,2016,26.763642767733373
3590,DB,FS,73,205,0.1920491164900316,CHI,2023,2023,19.405492674308462
3591,WR,WR,75,215,0.6908835357974986,CHI,2016,2016,20.62708679774626
3594,LB,ILB,73,241,7.133540904782282,CHI,2013,2013,28.61279369364408
3596,TE,TE,78,267,17.847530163619457,CHI,2006,2006,34.95469461268355
3603,DB,CB,71,196,6.708108676688591,CHI,2014,2014,26.899252741096667
3604,DL,DT,80,295,8.956702316794583,CHI,2013,2013,28.882386689620255
3605,WR,WR,68,177,1.2140105394920506,CHI,2015,2015,23.035062553542282
3612,WR,WR,77,214,3.668767046442222,CHI,2013,2013,27.053862058226187
3614,OL,G,76,291,-1.8362053731032966,CHI,2019,2019,20.961514602234992
3615,DB,SS,71,207,5.507991326912544,CHI,2016,2016,22.939167701201278
3617,LB,LB,75,250,-1.1033666061738736,CHI,2019,2019,24.487903305427107
3619,OL,G,78,330,0.8471094070475171,CHI,2021,2021,23.333657119590953
3620,WR,WR,72,180,0.3885786045309641,CHI,2018,2018,21.09349756158154
3622,OL,OT,77,309,7.492999517432791,CHI,2012,2012,24.738296225612917
3628,LB,ILB,73,228,-0.006070911539893324,CHI,2023,2023,22.787578803838166
3630,DB,CB,72,194,1.8384907744516419,CHI,2018,2018,23.0525995321674
3632,DB,CB,73,200,4.081829358547565,CHI,2020,2020,28.005574123048113
3634,OL,G,78,301,6.901110346808857,CHI,2014,2014,26.138962681432545
3639,DL,NT,76,332,7.9190764829877685,CHI,2014,2014,25.868591958726505
3642,OL,OG,77,308,-0.29027454418865134,CHI,2017,2017,23.5884002555398
3644,LB,ILB,75,219,4.267392314071903,CHI,2020,2020,26.837738405283996
3646,OL,G,75,316,5.321697806196013,CHI,2019,2019,26.0624911995576
3648,QB,QB,74,225,6.331909546356951,CHI,2017,2017,27.785050777799682
3651,DB,DB,70,187,0.9920423495365228,CHI,2018,2018,22.61905540319109
3654,LB,OLB,73,235,1.8250402433045914,CHI,2019,2019,23.74525837233171
3655,LB,ILB,74,253,-0.7557451594928447,CHI,2023,2023,23.800960153482855
3656,WR,WR,70,180,4.536509843570403,CHI,2019,2019,26.42619355854229
3665,SPEC,LS,75,228,7.101532018208963,CHI,2011,2011,26.632523536081024
3671,WR,WR,68,185,0.028181157369128247,CHI,2017,2017,24.72445190201069
3675,DB,SS,73,205,-0.009118996644203544,CHI,2023,2023,17.263905956766035
3677,DB,SS,71,216,11.085895565831578,CHI,2008,2008,33.86427351892598
3681,DB,CB,71,191,1.4746982328799527,CHI,2014,2014,19.620370573234496
3682,DB,DB,70,180,1.974973041254856,CHI,2018,2018,22.128295479333808
3683,DL,DE,76,279,6.817766299200287,CHI,2018,2018,26.690601339050062
3690,WR,WR,73,200,3.3902075490173136,CHI,2019,2019,24.080183942855797
3691,LB,LB,75,240,0.5578103063518622,CHI,2018,2018,24.403289294499412
3692,RB,RB,71,228,0.010352619843380607,CHI,2023,2023,19.891573596669897
3694,TE,TE,77,237,4.68816376764984,CHI,2017,2017,25.803248272321014
3703,RB,RB,74,222,-1.0651136630753726,CHI,2023,2023,20.09799623940773
3705,OL,T,79,309,0.6947752956453324,CHI,2021,2022,23.076624665626564
3709,WR,WR,74,203,3.390487797840717,CHI,2012,2012,24.243796938892746
3710,SPEC,P,73,203,-0.186971302985446,CHI,2019,2019,22.054991393276143
3711,TE,TE,78,255,8.056649924897107,CHI,2013,2013,26.539805282499284
3716,TE,TE,79,220,0.5296927543567308,CHI,2020,2020,21.350657027857547
3727,DB,SS,71,203,10.929501221940908,CHI,2010,2010,30.225195883413488
3729,OL,T,77,310,5.486501643826202,CHI,2016,2016,27.72798216219043
3731,DB,CB,69,168,1.0644744148101202,CHI,2017,2017,21.548573421971387
3732,SPEC,P,71,200,1.0245334336461287,CHI,2011,2011,20.979638314406472
3733,RB,RB,70,224,6.060664606181246,CHI,2013,2013,27.469385555670545
3735,TE,TE,76,240,3.8559124442783848,CHI,2019,2019,24.63413092487949
3738,OL,OT,77,309,4.790305257158892,CHI,2015,2015,27.014209947983126
3739,LB,ILB,73,240,5.599928729996204,CHI,2019,2019,24.108355684255045
3742,SPEC,LS,73,200,1.5307508323436974,CHI,2018,2018,19.512647731793727
3743,RB,RB,66,191,5.218761851697317,CHI,2017,2017,24.587125132535455
3744,DB,CB,69,185,4.786557129069792,CHI,2016,2016,23.81788477181882
3745,OL,C,75,302,6.490726136849952,CHI,2011,2011,26.385931495634363
3746,WR,WR,67,168,7.148667457202111,CHI,2014,2014,25.7303767915007
3747,OL,T,78,342,-0.33708597111803934,CHI,2015,2015,23.246073722890273
3748,WR,WR,71,180,13.38659733645906,CHI,2007,2007,30.79431761067631
3749,DB,CB,73,215,-0.30246968648812833,CHI,2023,2023,22.089220217006112
3750,LB,OLB,77,252,3.6118231814587713,CHI,2020,2020,24.843545343903024
3752,DL,DT,76,295,0.1704162223754877,CHI,2019,2019,22.509201540487215
3756,OL,T,78,310,3.1605739810498648,CHI,2021,2021,24.164143565824958
3757,WR,WR,76,218,1.0030460201534144,CHI,2019,2019,23.723333594928018
3762,WR,WR,73,191,1.43693816974635,CHI,2015,2015,21.414546451170832
3767,OL,G,76,296,1.1906462747863413,CHI,2019,2019,25.632288245658202
3773,OL,C,75,295,0.9495541354413237,CHI,2017,2017,22.191613128071857
3774,DL,DT,73,305,-1.4848979684499035,CHI,2023,2023,18.337473146287703
3777,RB,RB,70,202,2.446078865098045,CHI,2019,2019,24.088401919552176
3778,DB,CB,72,205,1.9343199112392737,CHI,2016,2016,21.65166297297252
3779,LB,ILB,77,250,4.633121301584579,CHI,2018,2018,26.573853980126955
3781,WR,WR,68,181,5.775234598107317,CHI,2017,2017,30.461875370759877
3782,SPEC,P,76,219,0.8298869739406405,CHI,2022,2022,21.007776698642747
3784,RB,RB,70,205,0.1980195624199803,CHI,2022,2022,22.803358360141956
3785,DL,DT,78,285,0.541462728204788,CHI,2020,2020,18.868012732334098
3795,WR,WR,71,185,0.7591551603026468,CHI,2023,2023,23.439219071094545
3796,DB,CB,72,214,-0.5765104007267194,CHI,2023,2023,19.825015119891916
3797,QB,QB,75,210,-2.59104229214491,CHI,2023,2023,18.9366011586296
3800,WR,WR,72,200,1.4537555517475171,CHI,2022,2022,20.815055906543606
3801,WR,WR,72,202,8.391804005402546,CHI,2010,2010,29.338565255891254
3804,OL,OG,75,300,1.5210884312258712,CHI,2013,2013,25.079370616804635
3807,LB,OLB,76,258,9.183359919779155,CHI,2010,2010,28.47512237316242
3809,DL,DE,74,246,7.984690150827005,CHI,2016,2016,25.860429694907463
3810,DL,DT,76,305,0.5792914996010884,CHI,2023,2023,25.584550121928487
3811,TE,TE,77,245,10.119580368414153,CHI,2009,2009,27.582886002380597
3821,LB,OLB,74,215,3.0269310591184446,CIN,2020,2020,19.794787141528033
3823,OL,G,78,305,7.196571501664492,CIN,2018,2018,27.95437807107928
3828,DB,CB,73,195,0.84147042697303,CIN,2022,2022,20.37947995159809
3834,WR,WR,75,200,-0.02730453950993186,CIN,2023,2023,23.9581044093414
3848,DL,DT,75,311,5.066732040926804,CIN,2018,2018,24.784437035301927
3862,QB,QB,76,215,2.55671774880849,CIN,2017,2017,24.997128905254336
3863,SPEC,P,73,205,-0.8848027140269009,CIN,2023,2023,24.183638793285485
3870,DB,FS,70,200,3.827053940076577,CIN,2017,2017,22.26122002881216
3877,TE,TE,77,261,1.7117084801423434,CIN,2020,2020,22.06632167431483
3878,SPEC,LS,74,250,0.6280988570686437,CIN,2022,2022,22.28832705463392
3881,RB,RB,68,210,-1.6135613978767411,CIN,2023,2023,23.945609659554968
3882,DL,DE,75,280,4.471170327493608,CIN,2021,2021,23.813053793364634
3883,DB,CB,72,205,1.790676322848134,CIN,2022,2022,22.06446603409568
3885,LB,LB,73,248,2.3309272613400833,CIN,2014,2014,24.587930234049676
3889,RB,RB,70,212,10.039904687396076,CIN,2009,2009,27.873475829756114
3890,DB,DB,72,210,0.3943844602631359,CIN,2015,2015,22.58112088797943
3893,WR,WR,72,188,1.8260097135469362,CIN,2023,2023,20.175131957546604
3894,RB,RB,71,205,0.6779258713392691,CIN,2023,2023,26.90320799505068
3896,DB,CB,72,202,6.5120885918542974,CIN,2017,2017,23.8630435536792
3897,DL,DT,74,320,11.157308213265503,CIN,2009,2009,29.166610341305436
3898,WR,WR,73,195,1.3942850769966615,CIN,2016,2016,22.911037482213473
3900,RB,RB,71,216,3.742095372009307,CIN,2021,2021,28.444843029120104
3905,QB,QB,76,228,3.299292580406492,CIN,2016,2016,21.659813244419063
3906,TE,TE,75,245,1.301741289398798,CIN,2023,2023,26.87862717353666
3907,OL,G,75,315,5.561511196726853,CIN,2016,2016,27.40741147991284
3911,SPEC,LS,77,250,12.032004149065767,CIN,2007,2007,31.256593553192527
3913,LB,OLB,73,232,-0.7534178703461835,CIN,2020,2020,19.50334011672176
3915,OL,G,77,305,9.459972142939117,CIN,2011,2011,29.76426298413353
3917,OL,G,75,329,4.322284630247894,CIN,2019,2019,23.578625996333923
3918,SPEC,LS,76,248,4.013387247526623,CIN,2017,2017,27.34269357966546
3919,LB,LB,71,242,0.13653533108273744,CIN,2017,2017,20.15345067354245
3920,OL,G,79,310,1.6346784486878914,CIN,2022,2022,22.917957925169357
3922,OL,OT,78,345,9.184680305864909,CIN,2012,2012,27.318730038079092
3924,OL,G,76,309,-1.3471262895296965,CIN,2018,2018,19.08196567247522
3928,OL,T,76,274,2.0283859614893487,CIN,2021,2021,24.902509806858372
3929,DB,CB,73,195,1.2004139079444254,CIN,2023,2023,23.911207230380363
3930,DL,NT,75,347,7.343105721028604,CIN,2016,2016,29.55819440252202
3931,DB,CB,72,181,-1.0469109826819396,CIN,2023,2023,17.70741209570631
3932,WR,WR,74,202,1.5366527525272862,CIN,2019,2019,25.20399833145119
3933,DL,NT,74,293,9.185704154662997,CIN,2013,2013,33.44089071897788
3935,SPEC,LS,75,240,1.7189533106650667,CIN,2019,2019,22.29998513911165
3941,DL,DE,74,282,0.9960476858058164,CIN,2019,2019,26.48753060428201
3944,RB,FB,73,245,-0.7567950885694608,CIN,2017,2017,20.943920893881725
3948,DL,DT,73,302,-0.42181066674184375,CIN,2016,2016,18.959913058158094
3953,DB,FS,72,192,3.5013336519554867,CIN,2022,2022,23.839668671555252
3956,RB,RB,69,185,2.6773201611578643,CIN,2021,2021,25.970532048161058
3957,DB,DB,72,200,1.7491669835449526,CIN,2017,2017,21.548063923818404
3961,TE,TE,75,260,5.328194141849058,CIN,2020,2020,24.529058581281365
3962,OL,T,79,314,1.55623000940066,CIN,2022,2022,24.276439871166843
3963,DL,DT,75,296,0.45588777208160763,CIN,2023,2023,22.32524167393427
3964,WR,WR,74,193,2.165002344901084,CIN,2018,2018,24.684747546404243
3968,DL,DT,75,315,0.356481769619857,CIN,2020,2020,22.72519632025057
3974,TE,TE,76,259,5.927840128081237,CIN,2019,2019,27.108738728760013
3975,SPEC,P,75,222,2.0570131248970847,CIN,2021,2021,22.575306815808876
3979,DL,DT,76,295,0.26859227886325693,CIN,2018,2018,22.651476479265064
3981,RB,RB,70,215,2.5284684264125317,CIN,2019,2019,21.915181887096903
3982,QB,QB,76,226,0.5078357562896237,CIN,2019,2019,24.932352274409514
3987,OL,G,79,310,12.538296079049633,CIN,2006,2006,29.508257821700116
3991,SPEC,K,71,185,4.072507337309802,CIN,2021,2021,27.10845011121564
3997,DL,DE,77,277,-0.3649527295428853,CIN,2018,2018,21.27731916735425
3998,DL,DE,76,245,-0.8392096673390064,CIN,2023,2023,21.816551254377337
4000,DL,DT,73,300,9.955190805978967,CIN,2010,2010,27.978704462403872
4003,LB,OLB,74,245,3.0336434106239984,CIN,2019,2019,22.09155952510074
4014,DB,CB,74,196,5.056207129940322,CIN,2018,2018,22.04982421574762
4016,WR,WR,71,199,-0.10320836572168313,CIN,2016,2016,19.817105826809904
4019,DL,DE,75,287,-0.221253623585772,CIN,2019,2019,21.197304757058117
4020,TE,TE,74,240,4.723186700111079,CIN,2019,2019,25.729989047735522
4025,WR,WR,73,200,3.3074066978091006,CIN,2021,2021,26.335943315032896
4029,OL,T,77,345,3.8157372125392968,CIN,2021,2021,23.77950112918381
4030,RB,RB,71,195,0.8604734883597454,CIN,2023,2023,20.838409913317474
4032,QB,QB,74,209,0.41692256143106154,CIN,2019,2019,19.40641622099632
4034,DB,CB,70,185,3.8328782862135884,CIN,2018,2018,25.64314203615772
4041,WR,WR,69,178,0.28257995048829965,CIN,2018,2018,24.964194996000497
4042,RB,HB,69,205,0.751308873816453,CIN,2017,2017,25.058576747584095
4048,DB,CB,70,186,1.6073455760199926,CIN,2020,2020,24.545007399508467
4049,OL,OT,79,332,1.4909749516382513,CIN,2017,2017,24.320769100681975
4050,OL,T,79,340,0.7348777860498175,CIN,2023,2023,25.909662009653555
4051,DL,NT,75,305,3.662881268667413,CIN,2021,2021,25.228179810900812
4052,LB,ILB,74,225,1.173473857485325,CIN,2023,2023,24.113691052288072
4056,DL,DE,76,260,2.1810215587037067,CIN,2022,2022,22.885147367388598
4070,LB,ILB,74,235,2.7031680520441537,CIN,2020,2020,21.168130894721394
4071,QB,QB,76,216,4.399687951752641,CIN,2020,2020,23.712083765227696
4074,RB,RB,73,220,6.348643106208171,CIN,2017,2017,26.42573209727641
4078,DB,CB,74,195,-0.5286166817497568,CIN,2020,2020,21.751539067777777
4081,OL,G,77,340,10.586364018755093,CIN,2010,2010,33.263026522839354
4088,OL,T,76,305,6.238283071433636,CIN,2019,2019,26.529352485185683
4091,DB,SS,73,206,0.02127157673606165,CIN,2023,2023,24.37257699176653
4092,RB,RB,70,225,0.3088330125989638,CIN,2019,2019,21.346028625666644
4093,LB,OLB,75,242,5.702214944635238,CIN,2017,2017,25.3681986897142
4094,DL,DE,76,253,3.2407531794885682,CIN,2021,2021,21.6105119511951
4095,OL,OT,77,305,2.601683114180395,CIN,2020,2020,22.336522154173135
4097,DL,NT,75,345,6.565509645631544,CIN,2017,2017,27.649819534669586
4099,LB,LB,72,229,-1.7607627591558177,CIN,2018,2018,20.782586429379194
4101,OL,G,77,315,1.7533416211045325,CIN,2018,2018,25.11321637456764
4102,WR,WR,73,206,0.38115838488277776,CIN,2018,2018,22.629318766108046
4105,WR,WR,78,225,1.2897527540827456,CIN,2018,2018,22.19791946458244
4106,LB,ILB,75,220,2.6731813512699585,CIN,2020,2020,28.167820673462888
4113,OL,T,77,310,0.8615440160162262,CIN,2017,2017,22.415273673785265
4114,WR,WR,68,184,-0.22429823628936574,CIN,2017,2017,24.168993174008055
4115,DL,DE,77,261,6.7909767427139744,CIN,2014,2014,25.951265306810427
4117,SPEC,P,73,211,11.1494795457907,CIN,2009,2009,31.22383464082062
4123,OL,C,74,300,-0.5805234498047227,CIN,2019,2019,23.449664903440066
4127,WR,WR,72,175,1.5885784044206095,CIN,2022,2022,23.528988824245587
4132,OL,T,76,320,10.669904504351406,CIN,2015,2015,24.75996730765278
4139,OL,OT,79,317,0.3946715298229811,CIN,2017,2017,22.312774992588313
4142,DB,FS,73,200,-1.1958830620351844,CIN,2023,2023,23.62380195209532
4147,DB,CB,72,203,5.44460266822014,CIN,2016,2016,26.86618353380956
4151,LB,ILB,74,250,5.196631486645651,CIN,2020,2020,26.529319791110446
4153,WR,WR,71,190,-0.6097829043193822,CIN,2023,2023,18.128638099061394
4154,WR,WR,75,195,-0.1340171666729177,CIN,2023,2023,20.465277841978843
4155,LB,LB,72,221,0.014688194729197093,CIN,2020,2020,22.832996998613318
4158,LB,ILB,73,240,3.2151016869177598,CIN,2020,2020,25.071337734416215
4160,DB,CB,74,198,2.6482804338438592,CIN,2019,2019,26.283129863956503
4170,OL,G,78,325,4.8790518513922185,CIN,2019,2019,25.125602785682364
4176,DL,DE,79,280,11.419532443907027,CIN,2009,2009,30.805320884082548
4178,DB,SS,71,195,9.1125078221979,CIN,2012,2012,28.411503959401117
4180,DL,DT,72,310,9.56254169967659,CIN,2012,2012,26.7198937167705
4184,DB,CB,69,184,7.722381357827771,CIN,2016,2016,22.894084288289946
4188,TE,TE,76,245,3.627166847908233,CIN,2020,2020,25.401036177795916
4189,WR,WR,73,198,1.7269638512334051,CIN,2017,2017,23.556769112689004
4190,TE,TE,77,250,0.6003638143853977,CIN,2016,2016,21.18390458586944
4191,DL,DE,77,275,0.22468472575188592,CIN,2023,2023,18.918933194994594
4193,OL,G,77,300,1.9325908318730898,CIN,2020,2020,24.61229261112864
4194,DB,SS,71,200,3.5816342670669683,CIN,2019,2019,23.975303838555774
4196,DL,DE,74,251,3.239191188019224,CIN,2016,2016,25.38118327634975
4197,OL,T,78,335,0.47434368542990524,CIN,2019,2019,26.060137640624454
4203,OL,T,80,345,7.262584103427182,CIN,2018,2018,22.800947111759616
4205,DL,DE,74,252,0.44814185410755325,CIN,2022,2022,20.91449768047056
4206,DL,DT,74,330,13.558199285668252,CIN,2008,2008,31.071988273343948
4212,RB,HB,70,211,0.4357524013426114,CIN,2018,2018,25.21467902923313
4213,OL,G,76,330,6.184551303197037,CIN,2015,2015,23.056379873824955
4222,WR,WR,75,215,2.5421099525678756,CIN,2016,2016,27.651199018158724
4228,QB,QB,76,225,4.006092888159123,CIN,2020,2020,25.07597682484397
4231,DB,SS,69,186,8.061503576636397,CIN,2014,2014,27.45105118017776
4243,OL,G,75,321,3.2083662305931426,CIN,2018,2018,23.84973683497739
4244,RB,RB,72,224,1.0240625258114624,CIN,2019,2019,21.844317703707965
4254,DL,DE,78,276,1.592526949201183,CIN,2016,2016,25.211002382979135
4255,QB,QB,76,207,2.7783610761666377,CIN,2019,2019,21.80781124515177
4256,DL,DE,77,265,5.448814283671466,CIN,2018,2018,26.504998361857734
4265,LB,ILB,76,220,-0.8181988834223072,CIN,2023,2023,20.658897450190434
4268,WR,WR,74,202,-0.0033744574109520514,CIN,2023,2023,20.47337098278414
4271,DB,CB,72,181,5.829815377475072,CIN,2017,2017,31.25282111560034
4272,DL,DT,74,265,-0.4532280493272752,CIN,2018,2018,22.520841834977826
4274,WR,WR,72,205,5.696387447456715,CIN,2019,2019,27.214002302541985
4277,LB,LB,72,235,0.9553052085705107,CIN,2019,2019,24.944267207336683
4279,OL,C,76,295,5.088406886291847,CIN,2013,2013,22.719184929767195
4282,TE,TE,77,239,5.477530081055262,CIN,2018,2018,29.338854874982747
4283,DL,DE,76,266,5.858310885866495,CIN,2017,2017,21.082903263116396
4285,DL,DT,76,315,-0.19365945927971812,CIN,2023,2023,20.326905558427157
4287,OL,C,76,305,7.283177679397195,CIN,2016,2016,26.180161029220233
4288,WR,WR,76,210,2.13346338292694,CIN,2020,2020,24.656871097989868
4290,LB,LB,72,227,0.9173193141573007,CIN,2018,2018,23.079560052193088
4297,TE,TE,75,249,-0.12174750838328353,CIN,2020,2020,21.581147262734913
4314,DB,CB,74,192,6.5134497432421306,CIN,2015,2015,26.535420131014043
4315,DB,CB,72,190,6.630811684554778,CIN,2015,2015,24.685522132143205
4316,DB,DB,69,186,-1.024186824329205,CIN,2020,2020,18.288604434001208
4317,RB,RB,68,206,6.854092566334188,CIN,2019,2019,28.25088804110605
4318,DB,SS,72,205,3.221033695525353,CIN,2018,2018,25.64213581194012
4321,WR,WR,74,207,4.582097703468616,CIN,2019,2019,28.376457142742147
4322,LB,LB,74,237,0.7735159011501681,CIN,2015,2015,20.9614269371747
4323,QB,QB,75,220,8.04056076327652,CIN,2015,2015,29.01402295489541
4324,DL,DT,74,311,-0.372206776071053,CIN,2020,2020,21.172041800020796
4325,DL,DE,76,270,8.088748619704186,CIN,2017,2017,30.043074004179893
4326,OL,C,75,330,4.884586305934609,CIN,2021,2021,27.46313596751051
4327,OL,C,75,316,6.543243528272189,CIN,2014,2014,27.002689268239447
4330,DB,SS,73,200,1.511150578213726,CIN,2022,2022,22.378745091417635
4332,WR,WR,74,203,6.880382566710988,CIN,2016,2016,28.738132153914215
4334,LB,ILB,73,225,0.14088624691120394,CIN,2023,2023,23.392429419350975
4336,DB,DB,71,205,-1.7684393655628516,CIN,2019,2019,19.393211639933636
4337,DB,DB,72,203,0.32316771418478146,CIN,2018,2018,19.570620052970483
4342,DB,CB,70,204,4.852397413701332,CIN,2016,2016,24.81961238822734
4346,LB,OLB,72,240,8.533963498131758,CIN,2010,2010,31.00460207938865
4347,DL,DE,74,265,8.405296932733204,CIN,2008,2008,30.17668217037932
4350,QB,QB,73,220,5.513600106569717,CIN,2019,2019,23.63486513525764
4351,SPEC,P,76,210,-0.5327008396619114,CIN,2016,2016,19.291594580436822
4352,DB,CB,72,180,-0.16991683571028804,CIN,2016,2016,24.43042591436177
4354,OL,G,76,310,4.127737786718351,CIN,2014,2014,22.61814464118719
4355,DB,FS,72,197,0.9724850949493637,CIN,2022,2022,23.69933021374857
4357,DL,DT,76,290,3.772251596669744,CIN,2022,2022,23.408433686996176
4358,TE,TE,80,265,6.66125921454787,CIN,2019,2019,29.896971299226873
4359,DL,DT,74,334,6.542903743413728,CIN,2014,2014,25.03918302211385
4361,DB,CB,73,185,2.3977879396382193,CLE,2020,2020,25.96517461815841
4362,RB,RB,69,208,0.46877425607502377,CLE,2019,2019,22.697859287373248
4370,DL,DE,75,280,9.001614560811708,CLE,2011,2011,28.805519901036767
4372,OL,T,77,305,3.3017918998194657,CLE,2021,2021,20.370637167170827
4373,DL,DE,79,270,2.76608027838469,CLE,2022,2022,19.530429488457848
4374,WR,WR,73,166,2.2269332238843074,CLE,2019,2019,23.117721376184388
4377,DB,CB,72,201,-0.10015407647995278,CLE,2017,2017,22.423704273297258
4381,WR,WR,73,211,8.796326249823034,CLE,2015,2015,25.907032719400675
4388,OL,C,76,303,0.12201741324343895,CLE,2016,2016,19.908025368317723
4391,WR,WR,72,179,2.17311964596014,CLE,2021,2021,24.644129011824365
4392,LB,LB,72,220,-0.22647889190152676,CLE,2019,2019,22.96717373658319
4393,LB,MLB,73,230,7.367365506816178,CLE,2017,2017,26.88167373399547
4400,RB,RB,71,208,0.9135846262332494,CLE,2020,2020,24.199912680735423
4403,WR,WR,75,210,0.19682104931965516,CLE,2021,2021,19.789370143083467
4412,RB,RB,69,218,1.4926885689595217,CLE,2020,2020,22.333012164097724
4416,DL,DT,74,280,-0.2711236010425688,CLE,2018,2018,25.10596869083755
4417,WR,WR,70,200,0.9786327056515638,CLE,2018,2018,22.82168715383573
4425,DL,DT,74,315,5.252788320852177,CLE,2012,2012,25.92957685377052
4430,OL,T,78,316,-2.4242402602729416,CLE,2019,2019,24.91492498974442
4435,QB,QB,75,215,0.8840453963610497,CLE,2018,2018,19.820147445755193
4437,DB,FS,75,200,1.7368438970924334,CLE,2022,2022,24.80865146124892
4438,DB,CB,71,195,-0.2813275571182134,CLE,2023,2023,25.13104326963345
4441,LB,MLB,72,222,0.06699071722487192,CLE,2023,2023,21.397177649060318
4442,DB,CB,72,195,0.5159392177040995,CLE,2023,2023,24.08041902610256
4449,WR,WR,75,215,-1.5625458568865427,CLE,2023,2023,18.94217890575761
4450,DL,DE,77,278,2.4709473226537053,CLE,2018,2018,22.35619833472289
4452,LB,MLB,74,245,1.7942646796218271,CLE,2022,2022,24.025918107830545
4453,SPEC,LS,76,248,7.745710576830751,CLE,2012,2012,29.019130750002706
4454,LB,MLB,74,207,0.2935579321666293,CLE,2023,2023,24.44736357732913
4459,WR,WR,72,184,3.643418195376595,CLE,2016,2016,27.6896499106426
4461,OL,OG,74,300,3.4664299824335263,CLE,2013,2013,24.291607870593104
4462,SPEC,K,69,195,-0.03564148229748357,CLE,2018,2019,24.36227447273694
4468,DL,DE,76,262,0.38486818409449053,CLE,2017,2017,21.584798041967844
4471,DB,CB,76,197,4.164739354457171,CLE,2019,2019,26.719500171296556
4472,DB,DB,70,187,-0.7345915767980492,CLE,2018,2018,21.90076349194573
4473,DB,DB,70,198,1.1897475629856191,CLE,2014,2014,23.724179108253782
4481,OL,G,77,331,4.2005691972309425,CLE,2018,2018,25.787414186105735
4484,OL,G,75,311,1.1486373494287152,CLE,2020,2020,19.594636125004477
4485,SPEC,P,72,208,4.984178181021603,CLE,2018,2018,23.240681008993576
4487,DB,DB,73,210,6.061679849847971,CLE,2012,2012,26.448258774528625
4492,WR,WR,69,183,1.4288165003305728,CLE,2017,2017,19.625613390949063
4493,DB,SS,73,200,2.693105607263144,CLE,2022,2022,25.54759613148371
4495,DL,DT,75,318,7.176441555277226,CLE,2017,2017,28.76662102127034
4498,WR,WR,71,181,-0.3670278390833223,CLE,2019,2019,22.397421618397257
4500,WR,WR,75,200,0.17240977935128032,CLE,2017,2017,19.878418820030053
4508,WR,WR,74,205,2.0861438830463745,CLE,2022,2022,26.22057859586949
4512,TE,TE,76,246,5.927860988014393,CLE,2017,2017,30.22392397104679
4516,OL,T,80,359,-2.9213504834946074,CLE,2023,2023,20.24920831644572
4517,OL,G,78,310,2.436559804157668,CLE,2022,2022,24.72666261981284
4518,WR,WR,74,219,1.9039348410861954,CLE,2022,2022,23.736231698352423
4520,DB,S,69,187,-2.3629324355418384,CLE,2015,2015,21.40668567311831
4522,LB,LB,72,233,-1.0097307047099375,CLE,2019,2019,21.05407099345025
4524,DB,CB,71,191,6.619154261005198,CLE,2018,2018,26.56427950301603
4526,WR,WR,71,186,2.0574954697116987,CLE,2020,2020,25.251682029792917
4529,OL,T,77,320,2.020793707675408,CLE,2019,2019,28.105803919165666
4533,WR,WR,76,207,1.2719970587708656,CLE,2018,2018,20.09025547233613
4534,QB,QB,74,221,6.81710355889516,CLE,2017,2017,26.56434752242068
4535,DL,DE,78,310,10.374876419148185,CLE,2009,2009,26.901492522939563
4537,WR,WR,76,242,0.3540358208754647,CLE,2016,2016,25.431874871764993
4540,LB,ILB,72,235,1.2008079933497464,CLE,2016,2016,21.665089656705028
4541,OL,T,77,312,6.517256477817968,CLE,2012,2012,23.67567794690099
4542,WR,WR,74,208,3.0466713917412878,CLE,2020,2020,25.40904397191605
4543,WR,WR,75,213,0.12267031599479553,CLE,2019,2019,25.57449145068258
4544,QB,QB,73,205,1.6246784584695606,CLE,2023,2023,24.464470658050217
4547,OL,T,78,320,0.3230792731160291,CLE,2020,2020,22.635751245745055
4548,OL,G,77,305,3.7476464978737125,CLE,2019,2019,25.441634394063584
4549,SPEC,P,75,210,15.708188731084455,CLE,2005,2005,35.825413437410226
4550,SPEC,K,74,203,8.436809191303343,CLE,2013,2013,26.15736789388404
4553,DB,FS,73,207,3.883109777147159,CLE,2014,2014,24.494482635830384
4557,WR,WR,69,184,2.9221628029871978,CLE,2021,2021,23.14013366507197
4558,OL,T,77,316,0.8195200864093743,CLE,2018,2018,20.23793344590314
4574,OL,C,78,320,10.19310756784486,CLE,2017,2017,28.478424778657796
4575,WR,WR,71,202,0.29875290836568624,CLE,2018,2018,24.42456922782088
