status,display_name,first_name,last_name,esb_id,gsis_id,suffix,birth_date,college_name,position_group,position,jersey_number,height,weight,years_of_experience,team_abbr,team_seq,current_team_id,football_name,entry_year,rookie_year,draft_club,college_conference,status_description_abbr,status_short_description,gsis_it_id,short_name,smart_id,headshot,draft_number,uniform_number,draft_round,season
RET,Anwar Phillips,Anwar,Phillips,PHI119248,00-0024079,,,,DB,CB,24,72,187,1,BAL,,325,,,,,,,,,,32005048-4911-9248-a8d6-377dda93470f,,,,,
ACT,Ar'Darius Washington,Ar'Darius,Washington,WAS049867,00-0036587,,,Texas Christian,DB,FS,29,68,178,2,BAL,,325,Ar'Darius,2021,2021,,Big Twelve Conference,A01,Active,53819,A.Washington,32005741-5304-9867-cbf8-485ef22c746c,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xz9lfc0s8kpolejn1tvk",,29,,
ACT,Arthur Maulet,Arthur,Maulet,MAU475233,00-0033503,,13-07-1993,Memphis,DB,CB,10,70,190,7,BAL,1,325,Arthur,2017,2017,,American Athletic Conference,I01,Inactive,45395,A.Maulet,32004d41-5547-5233-80cb-174c6c903503,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w2kltx6go5htrltjffnf",,10,,
RET,Austin Spitler,Austin,Spitler,SPI629420,00-0027843,,,,LB,LB,54,74,250,5,BAL,,325,,,,,,,,,,32005350-4962-9420-3d0b-fd71cea03cff,,,,,
CUT,Bailey Gaither,Bailey,Gaither,GAI773442,00-0036787,,,San Jose State,WR,WR,87,73,182,,BAL,,325,Bailey,2021,2021,,Mountain West Conference,P01,Practice Squad,53998,B.Gaither,32004741-4977-3442-a5b5-db5ffe61bd64,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bd2xkexfejwaquxpszbn",,87,,
PUP,Bam Bradley,Bam,Bradley,BRA185803,00-0033368,,26-06-1994,Pittsburgh,LB,ILB,53,71,232,2,BAL,1,325,Bam,2017,2017,,Atlantic Coast Conference,A02,Active/PUP,45256,B.Bradley,32004252-4118-5803-5a97-7361d3af1f90,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ooat9cqz0erzwjegqq2p",,,,
RET,Ben Cavil,Ben,Cavil,CAV527351,00-0002831,,,,OL,G,65,74,310,2,BAL,,325,,,,,,,,,,32004341-5652-7351-9b2f-81fdff2760e7,,,,,
ACT,Ben Cleveland,Ben,Cleveland,CLE668992,00-0036977,,,Georgia,OL,G,66,79,344,3,BAL,,325,Ben,2021,2021,BAL,Southeastern Conference,I01,Inactive,53523,B.Cleveland,3200434c-4566-8992-a761-c9e0d86e0668,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l341orzhehg7l7ijruxo",94,66,,
RET,Ben Coates,Ben,Coates,COA653214,00-0003142,,,,TE,TE,81,77,245,10,BAL,,325,,,,,,,,,,3200434f-4165-3214-2ec2-4a6eb0de9b15,,,,,
DEV,Ben Mason,Ben,Mason,MAS064506,00-0036565,,,Michigan,TE,TE,38,75,254,1,BAL,,325,Ben,2021,2021,BAL,Big Ten Conference,P01,Practice Squad,53613,B.Mason,32004d41-5306-4506-17b5-c673fc78719b,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/afiqjlgar0tz1qj1bgwq",184,38,,
RET,Benard Thomas,Benard,Thomas,THO029552,00-0022976,,,,DL,DE,72,76,273,1,BAL,,325,,,,,,,,,,32005448-4f02-9552-b8e3-3f7957f16c52,,,,,
RET,Bennie Thompson,Bennie,Thompson,THO484960,00-0016355,,,,DB,DB,37,72,220,10,BAL,,325,,,,,,,,,,32005448-4f48-4960-6b0b-64baf5d76b78,,,,,
RET,Bernard Dafney,Bernard,Dafney,DAF573497,00-0003818,,,,OL,G,72,77,324,6,BAL,,325,,,,,,,,,,32004441-4657-3497-4f98-11367499f9d2,,,,,
RET,Bernard Scott,Bernard,Scott,SCO000000,00-0026941,,,,RB,RB,34,70,195,5,BAL,,325,,,,,,,,,,32005343-4f00-0000-2ead-c74c0512f586,,,,,
RET,Bernardo Harris,Bernardo,Harris,HAR346391,00-0006920,,,,LB,ILB,51,74,250,9,BAL,,325,,,,,,,,,,32004841-5234-6391-8e02-36e6635601eb,,,,,
RET,Bill Swancutt,Bill,Swancutt,SWA236589,00-0023617,,,,DL,DE,,76,265,3,BAL,,325,,,,,,,,,,32005357-4123-6589-1ba8-7ae62047a8d1,,,,,
RET,Billy Bajema,Billy,Bajema,BAJ177981,00-0023679,,,,TE,TE,86,76,259,7,BAL,,325,,,,,,,,,,32004241-4a17-7981-e716-f2415ca3fb06,,,,,
RET,Billy Davis,Billy,Davis,DAV802056,00-0003944,,,,WR,WR,86,73,205,6,BAL,,325,,,,,,,,,,32004441-5680-2056-a158-a83da4baa683,,,,,
DEV,Binjimen Victor,Binjimen,Victor,VIC736878,00-0035819,,15-01-1997,Ohio State,WR,WR,81,76,199,0,BAL,,325,Binjimen,2020,2020,,Big Ten Conference,P01,Practice Squad,52721,B.Victor,32005649-4373-6878-37f4-721982513493,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fd4npq9cfobunfjfz1kg",,81,,2020
RET,Bobbie Williams,Bobbie,Williams,WIL150887,00-0019629,,,,OL,G,63,76,345,13,BAL,,325,,,,,,,,,,32005749-4c15-0887-bc2d-b6fa7239290e,,,,,
RET,Bobby Iwuchukwu,Bobby,Iwuchukwu,IWU118653,00-0024007,,,,LB,LB,,74,246,0,BAL,,325,,,,,,,,,,32004957-5511-8653-54a8-df4ecaea1149,,,,,
CUT,Bobby Rainey,Bobby,Rainey,RAI596457,00-0029384,Jr.,16-10-1987,Western Kentucky,RB,RB,31,68,212,6,BAL,1,325,Bobby,2012,2012,,Sun Belt Conference,A01,Active,39288,B.Rainey,32005241-4959-6457-1087-14a38e6f3c77,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vf2lmyxgjhrah1hfed1x",,,,
RET,Bradon Godfrey,Bradon,Godfrey,GOD257360,00-0026975,,,,WR,WR,37,75,197,0,BAL,,325,,,,,,,,,,3200474f-4425-7360-a816-622cda7f01a0,,,,,
RET,Brady Bond,Brady,Bond,BON103032,00-0027582,,,,OL,T,67,78,300,1,BAL,,325,,,,,,,,,,3200424f-4e10-3032-13ce-1a733058937b,,,,,
UFA,Brandon Boykin,Brandon,Boykin,BOY585357,00-0029416,,13-07-1990,Georgia,DB,DB,35,70,173,7,BAL,1,325,Brandon,2012,2012,PHI,Southeastern Conference,A01,Active,38653,B.Boykin,3200424f-5958-5357-4063-1252de3b9a80,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h2epbheekftcj8bwxtdm",123,,,
CUT,Brandon Copeland,Brandon,Copeland,COP276485,00-0030010,,02-07-1991,Pennsylvania,LB,OLB,49,75,263,6,BAL,1,325,Brandon,2013,2013,,Ivy League,P07,PS; Vet,40463,B.Copeland,3200434f-5027-6485-a527-a62b039d43ab,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xp2g7lnnvmlmchbccpp0",,49,,
RET,Brandon Jones,Brandon,Jones,JON102982,00-0023531,,,,WR,WR,17,73,212,5,BAL,,325,,,,,,,,,,32004a4f-4e10-2982-c486-208bf3c95235,,,,,
CUT,Brandon Kipper,Brandon,Kipper,,00-0038450,,,Oregon State,OL,T,,78,310,,BAL,,325,Brandon,2023,2023,,Pacific Twelve Conference,W03,Waivers/No Rec.,56201,B.Kipper,,,,,,
RES,Brandon Knight,Brandon,Knight,KNI113712,00-0035418,,01-04-1997,Indiana,OL,T,69,77,314,2,BAL,1,325,Brandon,2019,2019,,Big Ten Conference,R03,R/DNR,48560,B.Knight,32004b4e-4911-3712-cd27-15364dc32fee,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/djakgfsriiatpvg7cuoe",,69,,
RES,Brandon Kublanow,Brandon,Kublanow,KUB668168,00-0033372,,05-04-1995,Georgia,OL,C,60,74,300,0,BAL,1,325,Brandon,2017,2017,,Southeastern Conference,R34,R/I-W/I; Not 90,45264,,32004b55-4266-8168-1ed4-6370392181e2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gecnjqdbafcwaxo0darw",,,,
ACT,Brandon Stephens,Brandon,Stephens,STE356284,00-0036987,,,Southern Methodist,DB,FS,21,72,206,3,BAL,,325,Brandon,2021,2021,BAL,American Athletic Conference,A01,Active,53533,B.Stephens,32005354-4535-6284-a974-7b8553e53cd0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vidzzesdiymgduj2j4b3",104,21,,
RET,Brandon Stokley,Brandon,Stokley,STO309337,00-0015754,,,,WR,WR,80,72,194,15,BAL,,325,,,,,,,,,,32005354-4f30-9337-17bc-467ac487a2dc,,,,,
DEV,Bravvion Roy,Bravvion,Roy,ROY062465,00-0036311,,,Baylor,DL,DT,67,73,333,4,BAL,,325,Bravvion,2020,2020,CAR,Big Twelve Conference,P07,PS; Vet,52592,B.Roy,3200524f-5906-2465-1403-d384e5bf09a4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yahohmgmpgysfvgrt9ef",184,67D,,2020
RET,Brendon Ayanbadejo,Brendon,Ayanbadejo,AYA436705,00-0000551,,,,LB,ILB,51,73,225,10,BAL,,325,,,,,,,,,,32004159-4143-6705-e019-7daf37d2f1af,,,,,
CUT,Brennen Beyer,Brennen,Beyer,BEY165981,00-0031762,,25-11-1992,Michigan,LB,LB,45,76,263,1,BAL,1,325,Brennen,2015,2015,,Big Ten Conference,A01,Active,42793,B.Beyer,32004245-5916-5981-a4f4-b1a0e88921e3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xabyym659bicr6hkuk1w",,,,
ACT,Brent Urban,Brent,Urban,URB226521,00-0031177,,05-05-1991,Virginia,DL,DE,97,79,300,10,BAL,1,325,Brent,2014,2014,BAL,Atlantic Coast Conference,A01,Active,41363,B.Urban,32005552-4222-6521-9e10-b53573c5cde4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/odvrnw4dkaiisojv15vn",134,97,,
DEV,Brett Hundley,Brett,Hundley,HUN005842,00-0031589,Jr.,15-06-1993,UCLA,QB,QB,5,75,226,6,BAL,1,325,Brett,2015,2015,GB,Pacific Twelve Conference,P07,PS; Vet,42490,B.Hundley,32004855-4e00-5842-84a4-69c45c54602d,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lgplktjykzjrnjsn9x8y",147,5,,
RET,Brett Van Sloten,Brett,Van Sloten,VAN753538,00-0030704,,,,OL,T,61,77,300,0,BAL,,325,,,,,,,,,,32005641-4e75-3538-5f79-21c853c0b717,,,,,
RET,Brian Johnson,Brian,Johnson,JOH082811,00-0025676,,,,OL,G,64,76,315,1,BAL,,325,,,,,,,,,,32004a4f-4808-2811-c2df-1762f811d831,,,,,
RET,Brian Rimpf,Brian,Rimpf,RIM576793,00-0022831,,,,OL,G,69,77,319,4,BAL,,325,,,,,,,,,,32005249-4d57-6793-8469-6064a5ab7c1e,,,,,
CUT,Brian Walker,Brian,Walker,,00-0038457,,,Shepherd,TE,TE,,77,240,,BAL,,325,Brian,2023,2023,,Mountain East Conference,W03,Waivers/No Rec.,56208,B.Walker,,,,,,
ACT,Broderick Washington,Broderick,Washington,WAS067340,00-0036081,,04-12-1996,Texas Tech,DL,DE,96,75,305,4,BAL,,325,Broderick,2020,2020,BAL,Big Twelve Conference,A01,Active,52578,B.Washington,32005741-5306-7340-c5e9-c148d07dd20b,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mpmikgtfiswqhqcxgiiv",170,96,,2020
ACT,Bronson Rechsteiner,Bronson,Rechsteiner,REC415290,00-0036026,,,,RB,RB,34,72,230,0,BAL,,325,,,,,,,,,,32005245-4341-5290-c405-d755fc6d1433,,,,,2020
RET,Bruce Figgins,Bruce,Figgins,FIG404643,00-0029501,,,,TE,TE,87,76,278,0,BAL,,325,,,,,,,,,,32004649-4740-4643-1117-8a2326bb1135,,,,,
RET,Bryan Hall,Bryan,Hall,HAL190115,00-0028279,,,,DL,DT,95,72,280,2,BAL,,325,,,,,,,,,,32004841-4c19-0115-3ae7-1674fb159eb2,,,,,
UFA,Brynden Trawick,Brynden,Trawick,TRA546413,00-0030020,,23-10-1989,Troy,DB,FS,31,74,225,8,BAL,1,325,Brynden,2013,2013,,Sun Belt Conference,A01,Active,40473,B.Trawick,32005452-4154-6413-2fa2-c97cac7f3a45,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkngfmpgltgeze1gokdk",,,,
DEV,Byron Marshall,Byron,Marshall,MAR374249,00-0032964,,13-02-1994,Oregon,RB,RB,34,69,215,3,BAL,1,325,Byron,2016,2016,,Pacific Twelve Conference,A01,Active,44002,B.Marshall,32004d41-5237-4249-b58f-be8695a0fa8f,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdfnye7daaffwtre1mbl",,,,
RET,Calvin Wilkinson,Calvin,Wilkinson,WIL097333,00-0019409,,,,DL,DE,54,75,230,0,BAL,,325,,,,,,,,,,32005749-4c09-7333-8b57-f44d02b75a0c,,,,,
RET,Cam Worthy,Cam,Worthy,WOR725394,00-0031772,,,,WR,WR,,74,211,0,BAL,,325,,,,,,,,,,3200574f-5272-5394-19e4-efe963992947,,,,,
CUT,Cameron Lee,Cameron,Lee,LEE100177,00-0033502,,28-12-1993,Illinois State,OL,G,61,77,312,1,BAL,1,325,Cameron,2017,2017,,Missouri Valley Football Conference,A01,Active,45394,C.Lee,32004c45-4510-0177-dcfd-9101ba249b05,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qnubtix47yngmkunisya",,,,
RET,Carnell Lake,Carnell,Lake,LAK276861,00-0009561,,,,DB,DB,37,73,213,13,BAL,,325,,,,,,,,,,32004c41-4b27-6861-a0d6-1444fec9ba44,,,,,
RET,Carrington Byndom,Carrington,Byndom,BYN230717,00-0031119,,,,DB,DB,33,72,180,1,BAL,,325,,,,,,,,,,32004259-4e23-0717-6a6a-20e520353a8b,,,,,
RET,Casey Bramlet,Casey,Bramlet,BRA451617,00-0022829,,,,QB,QB,,76,225,1,BAL,,325,,,,,,,,,,32004252-4145-1617-61c8-e4c292f7026c,,,,,
,Ben LeCompte,Ben,LeCompte,LEC713254,00-0033016,,,,,,,,,,,,,,,,,,,,44036,,32004c45-4371-3254-5ac5-3c575fc900cc,,,,,
RET,Cash Mouton,Cash,Mouton,MOU606964,00-0023334,,,,DB,CB,,72,193,0,BAL,,325,,,,,,,,,,32004d4f-5560-6964-dd8f-b689ecae1ff7,,,,,
RET,Cavellis Luckett,Cavellis,Luckett,LUC609349,00-0032568,,,,LB,LB,,72,245,0,BAL,,325,,,,,,,,,,32004c55-4360-9349-a436-88a402716620,,,,,
RET,Cecil Newton,Cecil,Newton,NEW695865,00-0026613,,,,OL,C,61,74,310,1,BAL,,325,,,,,,,,,,32004e45-5769-5865-26be-19d783b80e4e,,,,,
RET,Cedric Hilliard,Cedric,Hilliard,HIL704472,00-0022401,,,,DL,DT,96,74,307,0,BAL,,325,,,,,,,,,,32004849-4c70-4472-e059-ebcda776d4ea,,,,,
RET,Chad Slaughter,Chad,Slaughter,SLA618432,00-0019335,,,,OL,T,69,80,340,7,BAL,,325,,,,,,,,,,3200534c-4161-8432-506e-06e56967aa03,,,,,
CUT,Charles Scarff,Charles,Scarff,SCA646551,00-0035119,,03-05-1996,Delaware,TE,TE,85,77,249,1,BAL,1,325,Charles,2019,2019,,Colonial Athletic Association,A01,Active,48227,C.Scarff,32005343-4164-6551-ecb7-4bf36bb2e3cb,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zr0nyhgthihfpp57ollb",,,,
ACT,Charlie Kolar,Charlie,Kolar,KOL030762,00-0038046,,,Iowa State,TE,TE,88,78,255,2,BAL,,325,Charlie,2022,2022,BAL,Big Twelve Conference,A01,Active,54593,C.Kolar,32004b4f-4c03-0762-5d66-fe5bd3776993,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hvwv1sqfjrbm3rtnnd3a",128,88,,
RES,Chase Ford,Jordan,Ford,FOR078468,00-0029432,,19-07-1990,Miami,TE,TE,48,78,255,3,BAL,1,325,Chase,2012,2012,,Atlantic Coast Conference,I01,Inactive,39313,,3200464f-5207-8468-aaa9-6adadc62f29d,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vul6yi2s6klresxw9tsl",,,,
RET,Chavis Williams,Chavis,Williams,WIL185217,00-0028287,,,,LB,LB,56,75,240,2,BAL,,325,,,,,,,,,,32005749-4c18-5217-d860-a198fa35910f,,,,,
RET,Chester Stewart,Chester,Stewart,STE750351,00-0029503,,,,QB,QB,1,75,220,0,BAL,,325,,,,,,,,,,32005354-4575-0351-40ac-2e0361c241a4,,,,,
RES,Chris Canty,Chris,Canty,CAN796581,00-0023566,,10-11-1982,Virginia,DL,DE,99,79,320,11,BAL,1,325,Chris,,,,,,,29959,,32004341-4e79-6581-6250-bf924ede7250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tflwvcipt8xqy6bmecxc",,,,
RET,Chris Harrison,Chris,Harrison,HAR576333,00-0007017,,,,OL,T,67,75,290,3,BAL,,325,,,,,,,,,,32004841-5257-6333-612f-1a2da1b6bf87,,,,,
RET,Chris Johnson,Chris,Johnson,JOH128710,00-0021949,,,,DB,DB,37,73,200,10,BAL,,325,,,,,,,,,,32004a4f-4812-8710-f775-a9ee29bf3f78,,,,,
CUT,Chris Matthews,Chris,Matthews,MAT534950,00-0028702,,06-10-1989,Kentucky,WR,WR,13,77,241,3,BAL,1,325,Chris,2011,2011,,Southeastern Conference,A01,Active,38169,C.Matthews,32004d41-5453-4950-f620-42853fb10698,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yhaaa3gyqbin9feahr0v",,,,
RET,Chris Pino,Chris,Pino,PIN767548,00-0024093,,,,OL,T,76,77,315,1,BAL,,325,,,,,,,,,,32005049-4e76-7548-9866-00920f808cb3,,,,,
RET,Chris Ward,Chris,Ward,WAR078428,00-0017157,,,,DL,DE,95,75,271,0,BAL,,325,,,,,,,,,,32005741-5207-8428-55ba-57489db15abf,,,,,
CUT,Christian LaCouture,Christian,LaCouture,LAC555918,00-0034195,,04-09-1994,LSU,DL,DE,91,76,290,0,BAL,1,325,Christian,2018,2018,,Southeastern Conference,A01,Active,46448,C.LaCouture,32004c41-4355-5918-e100-67f11ad5f816,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/st5fwstaokk955f63p3r",,,,
CUT,Christian Ringo,Christian,Ringo,RIN485973,00-0031615,,10-03-1992,Louisiana-Lafayette,DL,DT,57,73,298,4,BAL,1,325,Christian,2015,2015,GB,Sun Belt Conference,P07,PS; Vet,42553,C.Ringo,32005249-4e48-5973-f362-9724e6509534,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b2ohvjsfoadi1wlld4fd",210,57,,
RET,Christian Thompson,Christian,Thompson,THO499451,00-0029282,,,,DB,FS,33,72,211,2,BAL,,325,,,,,,,,,,32005448-4f49-9451-c66e-504738e188ee,,,,,
DEV,Christopher Ezeala,Christopher,Ezeala,EZE057213,00-0034876,,19-09-1995,Unknown,RB,FB,49,71,248,1,BAL,1,325,Christopher,2016,2016,,NO COLLEGE,E14,Ex/Internat,46093,C.Ezeala,3200455a-4505-7213-e37c-42687aebd738,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xrdo8bmqo4l4sqrhwj8q",25,,,
RET,Chuck Evans,Chuck,Evans,EVA094239,00-0004972,,,,RB,RB,29,73,245,8,BAL,,325,,,,,,,,,,32004556-4109-4239-664a-e95c143bea6b,,,,,
RET,Chuck Jacobs,Chuck,Jacobs,JAC707193,00-0030034,,,,WR,WR,85,72,178,1,BAL,,325,,,,,,,,,,32004a41-4370-7193-321a-0d3018e2eb17,,,,,
RET,Clarence Moore,Clarence,Moore,MOO227816,00-0022826,,,,WR,WR,84,78,220,4,BAL,,325,,,,,,,,,,32004d4f-4f22-7816-ee8d-f3d470945757,,,,,
RET,Cleo Lemon,Cleo,Lemon,LEM582770,00-0020565,,,,QB,QB,8,74,215,6,BAL,,325,,,,,,,,,,32004c45-4d58-2770-6c53-8b6abe332c29,,,,,
RET,Colin Madison,Colin,Madison,MAD657821,00-0028484,,,,OL,G,71,75,325,0,BAL,,325,,,,,,,,,,32004d41-4465-7821-5e9e-4382d282dabc,,,,,
RET,Cord Howard,Cord,Howard,HOW112080,00-0027542,,,,OL,G,67,76,314,2,BAL,,325,,,,,,,,,,3200484f-5711-2080-e49e-8891b743bdaf,,,,,
RET,Corey Fuller,Corey,Fuller,FUL176616,00-0005627,,,,DB,CB,24,70,220,10,BAL,,325,,,,,,,,,,32004655-4c17-6616-fc62-755c763db2f7,,,,,
RET,Corey Ivy,Corey,Ivy,IVY415291,00-0018605,,,,DB,DB,35,69,190,9,BAL,,325,,,,,,,,,,32004956-5941-5291-c2b0-27844a89bbc1,,,,,
CUT,Corey Mayfield,Corey,Mayfield,MAY499185,00-0038453,,,Texas-San Antonio,DB,CB,39,71,190,0,BAL,,325,Corey,2023,2023,,Conference USA,W03,Waivers/No Rec.,56204,C.Mayfield,32004d41-5949-9185-17f9-fe4d857b96f4,,,39,,
RET,Cornell Brown,Cornell,Brown,BRO357374,00-0001896,,,,LB,OLB,90,72,240,7,BAL,,325,,,,,,,,,,32004252-4f35-7374-2efb-426e48add858,,,,,
RET,Cory Ross,Cory,Ross,ROS564030,00-0024148,,,,WR,WR,34,66,205,3,BAL,,325,,,,,,,,,,3200524f-5356-4030-68fc-680faaf70ad5,,,,,
UFA,Crockett Gillmore,Crockett,Gillmore,GIL677592,00-0030992,,16-11-1991,Colorado State,TE,TE,80,78,266,5,BAL,1,325,Crockett,2014,2014,BAL,Mountain West Conference,R34,R/I-W/I; Not 90,41328,C.Gillmore,32004749-4c67-7592-32e9-78d24666a231,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wdnss99dxs771hd8ifpn",99,,,
RET,Cullen Finnerty,Cullen,Finnerty,FIN599645,00-0025759,,,,QB,QB,8,74,223,0,BAL,,325,,,,,,,,,,32004649-4e59-9645-8f92-e76cb9b44eb4,,,,,
RET,Curtis Brown,Curtis,Brown,BRO360502,00-0001901,,,,WR,WR,18,74,185,0,BAL,,325,,,,,,,,,,32004252-4f36-0502-d5fe-72bdf6ba3708,,,,,
RET,Curtis Steele,Curtis,Steele,STE040111,00-0027564,,,,RB,RB,42,72,200,0,BAL,,325,,,,,,,,,,32005354-4504-0111-b065-8ca26b454881,,,,,
RET,D.J. Bryant,D.J.,Bryant,BRY000000,00-0029507,,,,LB,LB,49,75,248,1,BAL,,325,,,,,,,,,,32004252-5900-0000-471c-67707fc4a3de,,,,,
RET,D.J. Roberts,D.J.,Roberts,ROB128649,00-0031341,,,,LB,LB,49,73,250,0,BAL,,325,,,,,,,,,,3200524f-4212-8649-a985-8a3c3c8b661d,,,,,
ACT,Daishawn Dixon,Daishawn,Dixon,DIX117799,00-0036218,,,,OL,OG,62,77,325,0,BAL,,325,,,,,,,,,,32004449-5811-7799-cb90-354505391aee,,,,,2020
RET,Dale Carter,Dale,Carter,CAR636031,00-0002722,,,,DB,CB,24,73,194,12,BAL,,325,,,,,,,,,,32004341-5263-6031-9ce4-c8faa4e776aa,,,,,
RET,Dale Hellestrae,Dale,Hellestrae,HEL415289,00-0007226,,,,OL,T,70,77,291,17,BAL,,325,,,,,,,,,,32004845-4c41-5289-13b9-5c61df61cc1e,,,,,
RET,Dallas Clark,Dallas,Clark,CLA236596,00-0022165,,,,TE,TE,87,75,252,11,BAL,,325,,,,,,,,,,3200434c-4123-6596-7436-09b0c29ef948,,,,,
RES,Damarion Williams,Damarion,Williams,WIL464456,00-0037984,,,Houston,DB,CB,22,69,180,2,BAL,,325,Damarion,2022,2022,BAL,American Athletic Conference,R01,R/Injured,54606,D.Williams,32005749-4c46-4456-6514-9bad7b078f8d,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p11ij0ukitsmrk1vvvxk",141,22,,
RET,Dameon Hunter,Dameon,Hunter,HUN523331,00-0020865,,,,RB,RB,23,71,221,0,BAL,,325,,,,,,,,,,32004855-4e52-3331-7c10-de0bb9d96d41,,,,,
RET,Damien Berry,Damien,Berry,BER502108,00-0028275,,,,RB,RB,28,70,223,2,BAL,,325,,,,,,,,,,32004245-5250-2108-7a04-7464487b6a1d,,,,,
RET,Dan Cody,Dan,Cody,COD402540,00-0023488,,,,LB,LB,53,77,255,4,BAL,,325,,,,,,,,,,3200434f-4440-2540-5ea9-e7d60f2056d2,,,,,
ACT,Daniel Faalele,Daniel,Faalele,FAA285512,00-0038118,,,Minnesota,OL,T,77,81,380,2,BAL,,325,Daniel,2022,2022,BAL,Big Ten Conference,A01,Active,54575,D.Faalele,32004641-4128-5512-32d8-b85043c109b6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/seprj93vqrfrincdhk7o",110,77,,
RET,Daniel Sanders,Daniel,Sanders,SAN254020,00-0026602,,,,OL,C,67,74,316,0,BAL,,325,,,,,,,,,,32005341-4e25-4020-7db8-7e21b38c3a15,,,,,
RET,Daniel Wilcox,Daniel,Wilcox,WIL021001,00-0020127,,,,TE,TE,83,73,250,6,BAL,,325,,,,,,,,,,32005749-4c02-1001-e1ad-5776da65436a,,,,,
RET,Danny Gorrer,Danny,Gorrer,GOR775873,00-0026837,,,,DB,DB,37,72,180,5,BAL,,325,,,,,,,,,,3200474f-5277-5873-ca15-0b9342136c0e,,,,,
RET,Danny Kight,Danny,Kight,KIG266972,00-0009212,,,,SPEC,K,12,73,214,3,BAL,,325,,,,,,,,,,32004b49-4726-6972-807d-b14c6745a824,,,,,
ACT,Danny Woodhead,Danny,Woodhead,WOO302348,00-0026019,,25-01-1985,Chadron State,RB,RB,39,68,200,9,BAL,1,325,Danny,2008,2008,,Rocky Mountain Athletic Conference,A01,Active,33549,D.Woodhead,3200574f-4f30-2348-f9f5-aeceea94b6fc,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gorlqe0etvc8ek5wob7j",,,,
RET,Daren Stone,Daren,Stone,STO371487,00-0025590,,,,DB,DB,39,75,215,2,BAL,,325,,,,,,,,,,32005354-4f37-1487-7e98-c57982ce8234,,,,,
RET,Darius White,Darius,White,WHI150623,00-0033179,,,,WR,WR,6,75,205,0,BAL,,325,,,,,,,,,,32005748-4915-0623-86c3-c9a6286b892b,,,,,
RET,Darnerien McCants,Darnerien,McCants,MCC166619,00-0020464,,,,WR,WR,13,75,215,5,BAL,,325,,,,,,,,,,32004d43-4316-6619-bfa3-434248d51e97,,,,,
RET,Darrell Campbell,Darrell,Campbell,CAM225030,00-0022506,,,,DL,DT,96,76,295,2,BAL,,325,,,,,,,,,,32004341-4d22-5030-2baf-1ff645a5be0f,,,,,
CUT,Darrell Williams,Darrell,Williams,WIL207431,00-0033323,,24-03-1993,Western Kentucky,OL,T,76,77,315,2,BAL,1,325,Darrell,2017,2017,,Conference USA,A01,Active,45202,D.Williams,32005749-4c20-7431-3d27-95ce2d3ebc81,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kc0fix5yb040q0j8boup",,,,
RET,Darryl Blackstock,Darryl,Blackstock,BLA327026,00-0023530,,,,LB,LB,54,75,245,6,BAL,,325,,,,,,,,,,3200424c-4132-7026-49b5-8318f8cf3a1e,,,,,
ACT,Daryl Worley,Daryl,Worley,WOR616410,00-0032891,,22-02-1995,West Virginia,DB,FS,41,73,215,8,BAL,1,325,Daryl,2016,2016,CAR,Big Twelve Conference,A01,Active,43366,D.Worley,3200574f-5261-6410-d895-940efbad622c,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rxotapqf0dvdbnhkk5fl",77,41,,
RET,David Hale,David,Hale,HAL042600,00-0026273,,,,OL,T,62,78,315,3,BAL,,325,,,,,,,,,,32004841-4c04-2600-b613-dee7a04a9639,,,,,
